doubt_id,text,topic,urgency
DBT000932,"my code throws an error only on the grading server not locally, no rush",Debugging_Errors,Low
DBT000933,"recursion depth exceeded error keeps showing up, need to fix this soon",Loops_Recursion,Medium
DBT000934,"greedy approach fails on this specific test case, need to fix this soon please help",Algorithms,Medium
DBT000935,my recursive function never hits the base case,Loops_Recursion,Medium
DBT000936,"not sure how polymorphism applies to this assignment, just curious please help",OOP_Design,Low
DBT000937,not sure which time complexity my solution actually has please help,Algorithms,Medium
DBT000938,form submission is not updating the database,WebDev,Low
DBT000939,"my code throws an error only on the grading server not locally, just curious please help",Debugging_Errors,Low
DBT000940,"form submission is not updating the database, need to fix this soon please help",WebDev,Medium
DBT000941,"exam is in two hours and autograder is down, submission is due in one hour",Deadline_Admin,Critical
DBT000942,"virtual environment not activating on windows, for future reference",Env_Setup,Low
DBT000943,"confused about when to use inheritance vs composition, need to fix this soon",OOP_Design,Medium
DBT000944,"while loop condition never becomes false, would like this before the next class",Loops_Recursion,Medium
DBT000945,"stack trace points to a line that looks fine to me, this is blocking my progress",Debugging_Errors,High
DBT000946,"hi, cors error when calling the backend from the frontend",WebDev,Low
DBT000947,"hi, cannot install the required package on my laptop, for future reference",Env_Setup,Low
DBT000948,"hi, my sql join is returning duplicate rows",Databases,Low
DBT000949,my recursive function never hits the base case,Loops_Recursion,Medium
DBT000950,my class diagram doesn't match the actual code structure,OOP_Design,High
DBT000951,confused about when to use inheritance vs composition,OOP_Design,Low
DBT000952,"hi, api call returns 404 only in production, for future reference",WebDev,Low
DBT000953,"database connection keeps timing out during the demo, whenever you get a chance please help",Databases,Low
DBT000954,trying to understand tail recursion vs normal recursion please help,Loops_Recursion,Low
DBT000955,"hi, api call returns 404 only in production",WebDev,Critical
DBT000956,"dynamic programming table is giving wrong values, need help asap",Algorithms,High
DBT000957,virtual environment not activating on windows please help,Env_Setup,Medium
DBT000958,"hi, getting a null pointer exception i cannot trace, for future reference",Debugging_Errors,Low
DBT000959,"graph traversal is missing some nodes, autograder is down and deadline is in minutes",Algorithms,Critical
DBT000960,"cors error when calling the backend from the frontend, would like this before the next class",WebDev,Medium
DBT000961,"hi, exam is in two hours and autograder is down, this is blocking my progress",Deadline_Admin,High
DBT000962,"for loop skips the last element, for future reference",Loops_Recursion,Low
DBT000963,"trying to understand tail recursion vs normal recursion, would like this before the next class",Loops_Recursion,Medium
DBT000964,"hi, exam is in two hours and autograder is down please help",Deadline_Admin,High
DBT000965,trying to understand tail recursion vs normal recursion,Loops_Recursion,Medium
DBT000966,"hi, getting a null pointer exception i cannot trace, whenever you get a chance please help",Debugging_Errors,Low
DBT000967,"hi, virtual environment not activating on windows, need help asap",Env_Setup,High
DBT000968,"hi, submission portal is not accepting my file before the deadline, whenever you get a chance",Deadline_Admin,Low
DBT000969,"grade for the last assignment has not appeared yet, need to fix this soon",Deadline_Admin,Medium
DBT000970,"hi, my sql join is returning duplicate rows, would like this before the next class please help",Databases,Medium
DBT000971,"for loop skips the last element, deadline is tomorrow",Loops_Recursion,High
DBT000972,"stack trace points to a line that looks fine to me, would like this before the next class",Debugging_Errors,Medium
DBT000973,"virtual environment not activating on windows, would like this before the next class please help",Env_Setup,Medium
DBT000974,"python version mismatch is breaking the autograder, no rush",Env_Setup,Low
DBT000975,"hi, cannot install the required package on my laptop, would like this before the next class please help",Env_Setup,Medium
DBT000976,"while loop condition never becomes false, need to fix this soon",Loops_Recursion,Medium
DBT000977,"hi, for loop skips the last element, this is blocking my progress please help",Loops_Recursion,High
DBT000978,api call returns 404 only in production,WebDev,Low
DBT000979,"hi, trying to understand tail recursion vs normal recursion, need to fix this soon",Loops_Recursion,Medium
DBT000980,"segmentation fault when i run the test suite, for future reference",Debugging_Errors,Low
DBT000981,"hi, submission portal is not accepting my file before the deadline, need to fix this soon",Deadline_Admin,Medium
DBT000982,"index out of bounds error only on the last test case, would like this before the next class",Debugging_Errors,Medium
DBT000983,"for loop skips the last element, whenever you get a chance",Loops_Recursion,Low
DBT000984,"api call returns 404 only in production, need to fix this soon",WebDev,Medium
DBT000985,"hi, cors error when calling the backend from the frontend",WebDev,High
DBT000986,"form submission is not updating the database, deadline is tomorrow please help",WebDev,High
DBT000987,"my sorting algorithm is too slow for large inputs, need to fix this soon please help",Algorithms,Medium
DBT000988,my sorting algorithm is too slow for large inputs,Algorithms,Medium
DBT000989,"index out of bounds error only on the last test case, need help asap",Debugging_Errors,High
DBT000990,"hi, query is extremely slow on the test dataset, for future reference",Databases,Low
DBT000991,"python version mismatch is breaking the autograder, just curious",Env_Setup,Low
DBT000992,"for loop skips the last element, would like this before the next class",Loops_Recursion,Medium
DBT000993,"exam is in two hours and autograder is down, whenever you get a chance",Deadline_Admin,Low
DBT000994,index out of bounds error only on the last test case,Debugging_Errors,Low
DBT000995,constructor is not initializing the parent class fields,OOP_Design,Low
DBT000996,"query is extremely slow on the test dataset, would like this before the next class",Databases,Medium
DBT000997,"segmentation fault when i run the test suite, need to fix this soon",Debugging_Errors,Medium
DBT000998,"greedy approach fails on this specific test case, would like this before the next class",Algorithms,Medium
DBT000999,trying to understand tail recursion vs normal recursion,Loops_Recursion,Low
DBT001000,"getting a null pointer exception i cannot trace, need to fix this soon",Debugging_Errors,Medium
DBT001001,"my code throws an error only on the grading server not locally, for future reference",Debugging_Errors,Low
DBT001002,"hi, graph traversal is missing some nodes, exam is happening right now please help",Algorithms,Critical
DBT001003,segmentation fault when i run the test suite,Debugging_Errors,Medium
DBT001004,"hi, loop runs forever and I don't know why, whenever you get a chance",Loops_Recursion,Low
DBT001005,"hi, git merge conflict i don't know how to resolve, whenever you get a chance",Env_Setup,Low
DBT001006,"foreign key constraint fails on insert, for future reference please help",Databases,Low
DBT001007,recursion depth exceeded error keeps showing up,Loops_Recursion,Medium
DBT001008,"while loop condition never becomes false, would like this before the next class please help",Loops_Recursion,Medium
DBT001009,"grade for the last assignment has not appeared yet, this is blocking my progress",Deadline_Admin,High
DBT001010,getting an abstract method error in my subclass,OOP_Design,High
DBT001011,"hi, index out of bounds error only on the last test case, would like this before the next class",Debugging_Errors,Medium
DBT001012,extension request for the assignment due tonight,Deadline_Admin,Medium
DBT001013,foreign key constraint fails on insert,Databases,Low
DBT001014,"grade for the last assignment has not appeared yet, for future reference please help",Deadline_Admin,Low
DBT001015,"index out of bounds error only on the last test case, would like this before the next class",Debugging_Errors,Medium
DBT001016,"submission portal is not accepting my file before the deadline, would like this before the next class",Deadline_Admin,Medium
DBT001017,extension request for the assignment due tonight,Deadline_Admin,Critical
DBT001018,"grade for the last assignment has not appeared yet, would like this before the next class",Deadline_Admin,Medium
DBT001019,"hi, form submission is not updating the database",WebDev,Medium
DBT001020,"extension request for the assignment due tonight, need to fix this soon please help",Deadline_Admin,Medium
DBT001021,trying to understand tail recursion vs normal recursion,Loops_Recursion,Low
DBT001022,not sure how polymorphism applies to this assignment please help,OOP_Design,Medium
DBT001023,"constructor is not initializing the parent class fields, whenever you get a chance",OOP_Design,Low
DBT001024,"not sure how polymorphism applies to this assignment, just curious",OOP_Design,Low
DBT001025,"git merge conflict i don't know how to resolve, for future reference",Env_Setup,Low
DBT001026,"virtual environment not activating on windows, for future reference please help",Env_Setup,Low
DBT001027,"hi, virtual environment not activating on windows, no rush",Env_Setup,Low
DBT001028,"not sure which time complexity my solution actually has, need help asap",Algorithms,High
DBT001029,"dynamic programming table is giving wrong values, just curious",Algorithms,Low
DBT001030,foreign key constraint fails on insert,Databases,Low
DBT001031,"hi, greedy approach fails on this specific test case, need help asap",Algorithms,High
DBT001032,"exam is in two hours and autograder is down, no rush",Deadline_Admin,Low
DBT001033,"python version mismatch is breaking the autograder, whenever you get a chance",Env_Setup,Low
DBT001034,"exam is in two hours and autograder is down, need help asap",Deadline_Admin,High
DBT001035,segmentation fault when i run the test suite,Debugging_Errors,Low
DBT001036,"my code throws an error only on the grading server not locally, would like this before the next class please help",Debugging_Errors,Medium
DBT001037,"not sure how polymorphism applies to this assignment, for future reference",OOP_Design,Low
DBT001038,"getting an abstract method error in my subclass, would like this before the next class please help",OOP_Design,Medium
DBT001039,trying to understand tail recursion vs normal recursion,Loops_Recursion,High
DBT001040,"my sorting algorithm is too slow for large inputs, no rush",Algorithms,Low
DBT001041,"hi, query is extremely slow on the test dataset please help",Databases,Low
DBT001042,"submission portal is not accepting my file before the deadline, whenever you get a chance",Deadline_Admin,Low
DBT001043,"hi, foreign key constraint fails on insert, need to fix this soon",Databases,Medium
DBT001044,recursion depth exceeded error keeps showing up,Loops_Recursion,Low
DBT001045,"my code throws an error only on the grading server not locally, exam is happening right now please help",Debugging_Errors,Critical
DBT001046,confused about when to use inheritance vs composition,OOP_Design,Medium
DBT001047,form submission is not updating the database,WebDev,Low
DBT001048,"extension request for the assignment due tonight, system crashed during the final demo",Deadline_Admin,Critical
DBT001049,"loop runs forever and I don't know why, would like this before the next class",Loops_Recursion,Low
DBT001050,"hi, not sure how to normalize this schema for the project, deadline is tomorrow please help",Databases,High
DBT001051,"hi, extension request for the assignment due tonight, deadline is tomorrow please help",Deadline_Admin,High
DBT001052,query is extremely slow on the test dataset,Databases,Medium
DBT001053,"getting an abstract method error in my subclass, need to fix this soon",OOP_Design,Medium
DBT001054,"react component re-renders infinitely, need to fix this soon",WebDev,Medium
DBT001055,"api call returns 404 only in production, this is blocking my progress",WebDev,High
DBT001056,"graph traversal is missing some nodes, no rush",Algorithms,Low
DBT001057,grade for the last assignment has not appeared yet,Deadline_Admin,Medium
DBT001058,"my recursive function never hits the base case, would like this before the next class",Loops_Recursion,Medium
DBT001059,form submission is not updating the database,WebDev,Medium
DBT001060,"hi, extension request for the assignment due tonight, exam is happening right now",Deadline_Admin,Critical
DBT001061,"virtual environment not activating on windows, whenever you get a chance",Env_Setup,Low
DBT001062,"grade for the last assignment has not appeared yet, deadline is tomorrow",Deadline_Admin,High
DBT001063,"exam is in two hours and autograder is down, deadline is tomorrow",Deadline_Admin,Medium
DBT001064,my recursive function never hits the base case,Loops_Recursion,Low
DBT001065,"api call returns 404 only in production, for future reference",WebDev,Low
DBT001066,"hi, virtual environment not activating on windows, need help asap",Env_Setup,High
DBT001067,python version mismatch is breaking the autograder,Env_Setup,Low
DBT001068,"api call returns 404 only in production, just curious",WebDev,Low
DBT001069,"graph traversal is missing some nodes, need to fix this soon",Algorithms,Medium
DBT001070,"cannot install the required package on my laptop, no rush",Env_Setup,Low
DBT001071,"my class diagram doesn't match the actual code structure, for future reference",OOP_Design,Low
DBT001072,"python version mismatch is breaking the autograder, no rush",Env_Setup,Low
DBT001073,"my class diagram doesn't match the actual code structure, for future reference please help",OOP_Design,Low
DBT001074,"hi, my class diagram doesn't match the actual code structure",OOP_Design,Low
DBT001075,"submission portal is not accepting my file before the deadline, need help asap",Deadline_Admin,High
DBT001076,"confused about when to use inheritance vs composition, need help asap",OOP_Design,High
DBT001077,"python version mismatch is breaking the autograder, whenever you get a chance",Env_Setup,Low
DBT001078,"git merge conflict i don't know how to resolve, deadline is tomorrow please help",Env_Setup,High
DBT001079,cannot install the required package on my laptop,Env_Setup,Medium
DBT001080,"segmentation fault when i run the test suite, need to fix this soon",Debugging_Errors,Medium
DBT001081,"hi, trying to understand tail recursion vs normal recursion, need to fix this soon",Loops_Recursion,Medium
DBT001082,stack trace points to a line that looks fine to me please help,Debugging_Errors,High
DBT001083,submission portal is not accepting my file before the deadline,Deadline_Admin,High
DBT001084,database connection keeps timing out during the demo,Databases,High
DBT001085,"extension request for the assignment due tonight, exam is happening right now",Deadline_Admin,Critical
DBT001086,"form submission is not updating the database, need to fix this soon",WebDev,Medium
DBT001087,"hi, constructor is not initializing the parent class fields",OOP_Design,Medium
DBT001088,greedy approach fails on this specific test case,Algorithms,Medium
DBT001089,"exam is in two hours and autograder is down, need to fix this soon",Deadline_Admin,Medium
DBT001090,"index out of bounds error only on the last test case, deadline is tomorrow",Debugging_Errors,High
DBT001091,"cors error when calling the backend from the frontend, need to fix this soon",WebDev,Medium
DBT001092,"not sure how to normalize this schema for the project, would like this before the next class",Databases,Medium
DBT001093,"python version mismatch is breaking the autograder, for future reference",Env_Setup,Low
DBT001094,"api call returns 404 only in production, this is blocking my progress please help",WebDev,High
DBT001095,"hi, while loop condition never becomes false",Loops_Recursion,Low
DBT001096,"index out of bounds error only on the last test case, need to fix this soon",Debugging_Errors,Medium
DBT001097,my code throws an error only on the grading server not locally,Debugging_Errors,Low
DBT001098,"git merge conflict i don't know how to resolve, no rush",Env_Setup,Low
DBT001099,"graph traversal is missing some nodes, no rush",Algorithms,Low
DBT001100,"hi, python version mismatch is breaking the autograder, for future reference please help",Env_Setup,Low
DBT001101,"form submission is not updating the database, this is blocking my progress",WebDev,High
DBT001102,"hi, trying to understand tail recursion vs normal recursion, whenever you get a chance please help",Loops_Recursion,Low
DBT001103,"graph traversal is missing some nodes, no rush please help",Algorithms,Low
DBT001104,"segmentation fault when i run the test suite, just curious",Debugging_Errors,Low
DBT001105,"graph traversal is missing some nodes, whenever you get a chance please help",Algorithms,Low
DBT001106,"segmentation fault when i run the test suite, need to fix this soon",Debugging_Errors,Medium
DBT001107,"cors error when calling the backend from the frontend, no rush",WebDev,Low
DBT001108,"git merge conflict i don't know how to resolve, for future reference please help",Env_Setup,Low
DBT001109,"virtual environment not activating on windows, for future reference",Env_Setup,Low
DBT001110,cors error when calling the backend from the frontend,WebDev,High
DBT001111,graph traversal is missing some nodes please help,Algorithms,Medium
DBT001112,extension request for the assignment due tonight,Deadline_Admin,Low
DBT001113,"confused about when to use inheritance vs composition, whenever you get a chance",OOP_Design,Low
DBT001114,"hi, not sure how polymorphism applies to this assignment, no rush",OOP_Design,Low
DBT001115,"hi, stack trace points to a line that looks fine to me",Debugging_Errors,Medium
DBT001116,"confused about when to use inheritance vs composition, need to fix this soon",OOP_Design,Medium
DBT001117,"hi, query is extremely slow on the test dataset, system crashed during the final demo",Databases,Critical
DBT001118,"loop runs forever and I don't know why, for future reference",Loops_Recursion,Low
DBT001119,"react component re-renders infinitely, deadline is tomorrow",WebDev,High
DBT001120,"hi, getting a null pointer exception i cannot trace, just curious",Debugging_Errors,Low
DBT001121,"query is extremely slow on the test dataset, deadline is tomorrow",Databases,High
DBT001122,"constructor is not initializing the parent class fields, need to fix this soon",OOP_Design,Medium
DBT001123,"while loop condition never becomes false, would like this before the next class",Loops_Recursion,Medium
DBT001124,cannot install the required package on my laptop please help,Env_Setup,Low
DBT001125,"stack trace points to a line that looks fine to me, this is blocking my progress",Debugging_Errors,High
DBT001126,"hi, exam is in two hours and autograder is down, need to fix this soon",Deadline_Admin,Medium
DBT001127,"hi, recursion depth exceeded error keeps showing up, for future reference",Loops_Recursion,Low
DBT001128,"trying to understand tail recursion vs normal recursion, deadline is tomorrow",Loops_Recursion,High
DBT001129,"segmentation fault when i run the test suite, need to fix this soon",Debugging_Errors,Medium
DBT001130,"hi, extension request for the assignment due tonight, need to fix this soon",Deadline_Admin,Medium
DBT001131,"not sure how polymorphism applies to this assignment, for future reference",OOP_Design,Low
DBT001132,"database connection keeps timing out during the demo, need to fix this soon please help",Databases,High
DBT001133,"react component re-renders infinitely, need help asap",WebDev,High
DBT001134,"virtual environment not activating on windows, would like this before the next class please help",Env_Setup,Medium
DBT001135,graph traversal is missing some nodes,Algorithms,Low
DBT001136,not sure which time complexity my solution actually has please help,Algorithms,Low
DBT001137,"hi, not sure which time complexity my solution actually has, need to fix this soon",Algorithms,Medium
DBT001138,"loop runs forever and I don't know why, autograder is down and deadline is in minutes",Loops_Recursion,Critical
DBT001139,"index out of bounds error only on the last test case, this is blocking my progress please help",Debugging_Errors,High
DBT001140,"greedy approach fails on this specific test case, would like this before the next class",Algorithms,Medium
DBT001141,"virtual environment not activating on windows, for future reference",Env_Setup,Low
DBT001142,"constructor is not initializing the parent class fields, would like this before the next class",OOP_Design,Medium
DBT001143,"greedy approach fails on this specific test case, submission is due in one hour",Algorithms,Critical
DBT001144,"hi, api call returns 404 only in production, would like this before the next class",WebDev,Medium
DBT001145,api call returns 404 only in production please help,WebDev,Medium
DBT001146,"git merge conflict i don't know how to resolve, no rush",Env_Setup,Low
DBT001147,"greedy approach fails on this specific test case, whenever you get a chance",Algorithms,Low
DBT001148,"not sure which time complexity my solution actually has, this is blocking my progress",Algorithms,High
DBT001149,"hi, my sorting algorithm is too slow for large inputs, would like this before the next class",Algorithms,Medium
DBT001150,cannot install the required package on my laptop,Env_Setup,Medium
DBT001151,"hi, recursion depth exceeded error keeps showing up, autograder is down and deadline is in minutes",Loops_Recursion,Critical
DBT001152,"form submission is not updating the database, this is blocking my progress",WebDev,High
DBT001153,"not sure how polymorphism applies to this assignment, need to fix this soon please help",OOP_Design,Medium
DBT001154,"hi, stack trace points to a line that looks fine to me, would like this before the next class",Debugging_Errors,Medium
DBT001155,"graph traversal is missing some nodes, for future reference please help",Algorithms,Low
DBT001156,"hi, not sure how to normalize this schema for the project, would like this before the next class",Databases,Medium
DBT001157,"for loop skips the last element, no rush",Loops_Recursion,Low
DBT001158,my recursive function never hits the base case,Loops_Recursion,High
DBT001159,"not sure how to normalize this schema for the project, this is blocking my progress",Databases,High
DBT001160,"grade for the last assignment has not appeared yet, need help asap",Deadline_Admin,High
DBT001161,"graph traversal is missing some nodes, system crashed during the final demo please help",Algorithms,Critical
DBT001162,"getting a null pointer exception i cannot trace, no rush please help",Debugging_Errors,Low
DBT001163,"while loop condition never becomes false, just curious please help",Loops_Recursion,Low
DBT001164,"hi, query is extremely slow on the test dataset, no rush",Databases,Low
DBT001165,"trying to understand tail recursion vs normal recursion, no rush",Loops_Recursion,Low
DBT001166,"cannot install the required package on my laptop, this is blocking my progress",Env_Setup,High
DBT001167,"my code throws an error only on the grading server not locally, deadline is tomorrow please help",Debugging_Errors,High
DBT001168,"cannot install the required package on my laptop, would like this before the next class",Env_Setup,Medium
DBT001169,"hi, trying to understand tail recursion vs normal recursion, need to fix this soon",Loops_Recursion,Medium
DBT001170,"my code throws an error only on the grading server not locally, deadline is tomorrow",Debugging_Errors,High
DBT001171,"segmentation fault when i run the test suite, just curious",Debugging_Errors,Low
DBT001172,"my sql join is returning duplicate rows, just curious",Databases,Low
DBT001173,segmentation fault when i run the test suite,Debugging_Errors,High
DBT001174,"hi, exam is in two hours and autograder is down",Deadline_Admin,Low
DBT001175,"constructor is not initializing the parent class fields, for future reference",OOP_Design,Low
DBT001176,"hi, cors error when calling the backend from the frontend, system crashed during the final demo please help",WebDev,Critical
DBT001177,"my sql join is returning duplicate rows, need to fix this soon",Databases,Medium
DBT001178,"git merge conflict i don't know how to resolve, no rush",Env_Setup,Low
DBT001179,"exam is in two hours and autograder is down, need to fix this soon",Deadline_Admin,Medium
DBT001180,"my recursive function never hits the base case, no rush",Loops_Recursion,Low
DBT001181,"python version mismatch is breaking the autograder, this is blocking my progress",Env_Setup,High
DBT001182,"for loop skips the last element, for future reference",Loops_Recursion,Low
DBT001183,"while loop condition never becomes false, would like this before the next class",Loops_Recursion,Medium
DBT001184,"while loop condition never becomes false, whenever you get a chance",Loops_Recursion,Low
DBT001185,"not sure how to normalize this schema for the project, would like this before the next class please help",Databases,Medium
DBT001186,"trying to understand tail recursion vs normal recursion, would like this before the next class",Loops_Recursion,Medium
DBT001187,submission portal is not accepting my file before the deadline,Deadline_Admin,Low
DBT001188,"not sure how polymorphism applies to this assignment, whenever you get a chance",OOP_Design,Low
DBT001189,"git merge conflict i don't know how to resolve, for future reference",Env_Setup,Low
DBT001190,"for loop skips the last element, for future reference",Loops_Recursion,Low
DBT001191,"confused about when to use inheritance vs composition, this is blocking my progress",OOP_Design,High
DBT001192,"hi, my sql join is returning duplicate rows, this is blocking my progress",Databases,High
DBT001193,"database connection keeps timing out during the demo, just curious",Databases,Low
DBT001194,"dynamic programming table is giving wrong values, would like this before the next class",Algorithms,Medium
DBT001195,"api call returns 404 only in production, whenever you get a chance",WebDev,Low
DBT001196,git merge conflict i don't know how to resolve please help,Env_Setup,Medium
DBT001197,"virtual environment not activating on windows, would like this before the next class",Env_Setup,Medium
DBT001198,my class diagram doesn't match the actual code structure,OOP_Design,Low
DBT001199,exam is in two hours and autograder is down,Deadline_Admin,Low
DBT001200,for loop skips the last element please help,Loops_Recursion,Medium
DBT001201,"api call returns 404 only in production, no rush",WebDev,Low
DBT001202,"not sure which time complexity my solution actually has, just curious",Algorithms,Low
DBT001203,"react component re-renders infinitely, would like this before the next class please help",WebDev,Medium
DBT001204,"hi, my recursive function never hits the base case, would like this before the next class",Loops_Recursion,Medium
DBT001205,"api call returns 404 only in production, just curious",WebDev,Low
DBT001206,"database connection keeps timing out during the demo, just curious",Databases,Low
DBT001207,"greedy approach fails on this specific test case, need help asap",Algorithms,High
DBT001208,dynamic programming table is giving wrong values,Algorithms,Low
DBT001209,"form submission is not updating the database, just curious please help",WebDev,Low
DBT001210,"hi, not sure how to normalize this schema for the project, for future reference",Databases,Low
DBT001211,"cannot install the required package on my laptop, would like this before the next class",Env_Setup,Medium
DBT001212,"my class diagram doesn't match the actual code structure, just curious",OOP_Design,Low
DBT001213,"while loop condition never becomes false, for future reference please help",Loops_Recursion,Low
DBT001214,"grade for the last assignment has not appeared yet, autograder is down and deadline is in minutes",Deadline_Admin,Critical
DBT001215,confused about when to use inheritance vs composition please help,OOP_Design,Low
DBT001216,segmentation fault when i run the test suite,Debugging_Errors,High
DBT001217,form submission is not updating the database,WebDev,Low
DBT001218,"getting an abstract method error in my subclass, need help asap please help",OOP_Design,High
DBT001219,"my sorting algorithm is too slow for large inputs, would like this before the next class",Algorithms,Medium
DBT001220,"hi, cors error when calling the backend from the frontend",WebDev,Low
DBT001221,"my class diagram doesn't match the actual code structure, would like this before the next class please help",OOP_Design,Medium
DBT001222,"submission portal is not accepting my file before the deadline, would like this before the next class",Deadline_Admin,Medium
DBT001223,"exam is in two hours and autograder is down, just curious please help",Deadline_Admin,Low
DBT001224,"form submission is not updating the database, need to fix this soon",WebDev,Medium
DBT001225,"recursion depth exceeded error keeps showing up, would like this before the next class",Loops_Recursion,Medium
DBT001226,"loop runs forever and I don't know why, no rush please help",Loops_Recursion,Low
DBT001227,"hi, my sorting algorithm is too slow for large inputs, need to fix this soon",Algorithms,Medium
DBT001228,git merge conflict i don't know how to resolve,Env_Setup,Medium
DBT001229,"grade for the last assignment has not appeared yet, just curious please help",Deadline_Admin,Low
DBT001230,"cors error when calling the backend from the frontend, need to fix this soon please help",WebDev,Medium
DBT001231,"recursion depth exceeded error keeps showing up, would like this before the next class",Loops_Recursion,Medium
DBT001232,"python version mismatch is breaking the autograder, for future reference",Env_Setup,Low
DBT001233,cannot install the required package on my laptop please help,Env_Setup,Low
DBT001234,"git merge conflict i don't know how to resolve, whenever you get a chance",Env_Setup,Low
DBT001235,"submission portal is not accepting my file before the deadline, whenever you get a chance",Deadline_Admin,Low
DBT001236,submission portal is not accepting my file before the deadline,Deadline_Admin,Medium
DBT001237,python version mismatch is breaking the autograder,Env_Setup,Medium
DBT001238,"my sorting algorithm is too slow for large inputs, would like this before the next class",Algorithms,Medium
DBT001239,"segmentation fault when i run the test suite, need help asap please help",Debugging_Errors,High
DBT001240,"confused about when to use inheritance vs composition, would like this before the next class",OOP_Design,Medium
DBT001241,"react component re-renders infinitely, need to fix this soon",WebDev,Medium
DBT001242,"not sure how polymorphism applies to this assignment, for future reference",OOP_Design,Low
DBT001243,"stack trace points to a line that looks fine to me, this is blocking my progress",Debugging_Errors,High
DBT001244,"exam is in two hours and autograder is down, need help asap",Deadline_Admin,High
DBT001245,"my class diagram doesn't match the actual code structure, this is blocking my progress",OOP_Design,High
DBT001246,grade for the last assignment has not appeared yet,Deadline_Admin,Critical
DBT001247,"database connection keeps timing out during the demo, no rush",Databases,Low
DBT001248,"submission portal is not accepting my file before the deadline, no rush",Deadline_Admin,Low
DBT001249,"foreign key constraint fails on insert, no rush",Databases,Low
DBT001250,git merge conflict i don't know how to resolve,Env_Setup,Medium
DBT001251,"my class diagram doesn't match the actual code structure, need help asap please help",OOP_Design,High
DBT001252,"foreign key constraint fails on insert, just curious",Databases,Low
DBT001253,not sure which time complexity my solution actually has please help,Algorithms,High
DBT001254,my sql join is returning duplicate rows,Databases,Low
DBT001255,"confused about when to use inheritance vs composition, need to fix this soon",OOP_Design,Medium
DBT001256,"react component re-renders infinitely, for future reference",WebDev,Low
DBT001257,"cannot install the required package on my laptop, no rush",Env_Setup,Low
DBT001258,"form submission is not updating the database, just curious please help",WebDev,Low
DBT001259,"hi, my code throws an error only on the grading server not locally",Debugging_Errors,Low
DBT001260,form submission is not updating the database please help,WebDev,Medium
DBT001261,cors error when calling the backend from the frontend,WebDev,Medium
DBT001262,"virtual environment not activating on windows, need to fix this soon please help",Env_Setup,Medium
DBT001263,"hi, greedy approach fails on this specific test case",Algorithms,Medium
DBT001264,"hi, constructor is not initializing the parent class fields, no rush",OOP_Design,Low
DBT001265,"form submission is not updating the database, for future reference",WebDev,Low
DBT001266,"hi, virtual environment not activating on windows, just curious",Env_Setup,Low
DBT001267,"hi, database connection keeps timing out during the demo, whenever you get a chance",Databases,Low
DBT001268,"confused about when to use inheritance vs composition, whenever you get a chance",OOP_Design,Low
DBT001269,"query is extremely slow on the test dataset, this is blocking my progress",Databases,High
DBT001270,getting an abstract method error in my subclass,OOP_Design,Low
DBT001271,form submission is not updating the database,WebDev,High
DBT001272,"my sql join is returning duplicate rows, for future reference",Databases,Low
DBT001273,"segmentation fault when i run the test suite, for future reference please help",Debugging_Errors,Low
DBT001274,"foreign key constraint fails on insert, would like this before the next class",Databases,Medium
DBT001275,react component re-renders infinitely,WebDev,High
DBT001276,"hi, exam is in two hours and autograder is down",Deadline_Admin,Low
DBT001277,foreign key constraint fails on insert,Databases,Medium
DBT001278,"while loop condition never becomes false, whenever you get a chance please help",Loops_Recursion,Low
DBT001279,"my sql join is returning duplicate rows, for future reference",Databases,Low
DBT001280,"hi, my recursive function never hits the base case, need to fix this soon",Loops_Recursion,Medium
DBT001281,react component re-renders infinitely,WebDev,Low
DBT001282,my sorting algorithm is too slow for large inputs,Algorithms,Low
DBT001283,"for loop skips the last element, need to fix this soon please help",Loops_Recursion,Medium
DBT001284,react component re-renders infinitely please help,WebDev,High
DBT001285,"not sure which time complexity my solution actually has, need to fix this soon",Algorithms,Medium
DBT001286,"segmentation fault when i run the test suite, need to fix this soon please help",Debugging_Errors,Medium
DBT001287,greedy approach fails on this specific test case please help,Algorithms,Low
DBT001288,"hi, index out of bounds error only on the last test case",Debugging_Errors,High
DBT001289,"python version mismatch is breaking the autograder, no rush",Env_Setup,Low
DBT001290,"hi, cors error when calling the backend from the frontend, just curious",WebDev,Low
DBT001291,"python version mismatch is breaking the autograder, deadline is tomorrow",Env_Setup,High
DBT001292,"hi, exam is in two hours and autograder is down",Deadline_Admin,Medium
DBT001293,"for loop skips the last element, whenever you get a chance",Loops_Recursion,Low
DBT001294,"hi, virtual environment not activating on windows",Env_Setup,Low
DBT001295,"segmentation fault when i run the test suite, need to fix this soon please help",Debugging_Errors,Medium
DBT001296,"my sorting algorithm is too slow for large inputs, would like this before the next class",Algorithms,Medium
DBT001297,"constructor is not initializing the parent class fields, would like this before the next class",OOP_Design,Medium
DBT001298,foreign key constraint fails on insert,Databases,High
DBT001299,extension request for the assignment due tonight,Deadline_Admin,Low
DBT001300,"hi, query is extremely slow on the test dataset please help",Databases,High
DBT001301,"hi, stack trace points to a line that looks fine to me, need to fix this soon",Debugging_Errors,Medium
DBT001302,"trying to understand tail recursion vs normal recursion, would like this before the next class",Loops_Recursion,Medium
DBT001303,"my sql join is returning duplicate rows, no rush",Databases,Low
DBT001304,"form submission is not updating the database, need to fix this soon",WebDev,Medium
DBT001305,"react component re-renders infinitely, need help asap",WebDev,High
